customer_id,customer_name,gender,age,city,area,registered_date,customer_segment,preferred_payment_mode
CU018882,Alka Sharaf,Female,42.0,Korba,Transport Nagar,2025-11-28,Returning,Card
CU018883,Charan Natarajan,Female,57.0,Bilaspur,Tarbahar,2024-10-22,Returning,Wallet
CU018884,Logan Kohli,Male,62.0,Bilaspur,Vyapar Vihar,2025-09-04,Returning,UPI
CU018885,Balendra Kumer,Male,25.0,Bilaspur,Sarkanda,2025-04-22,New,Cash on Delivery
CU018886,Shravya Raval,Other,39.0,Raipur,Shankar Nagar,2025-04-30,New,Wallet
CU018887,Amaira Hora,Female,31.0,Bhilai,Sector 9,2025-07-21,Returning,UPI
CU018888,Lekha Mahal,Female,39.0,Korba,TP Nagar,2024-11-30,New,UPI
CU018889,Yashawini Dugal,Female,55.0,Bhilai,Supela,2025-03-10,Returning,Cash on Delivery
CU018890,Aarna Rau,Male,37.0,Raipur,Avanti Vihar,2025-09-10,New,UPI
CU018891,Vansha Johal,Male,35.0,Bhilai,Smriti Nagar,2025-10-15,Premium,Card
CU018892,Theodore Anne,Female,27.0,Raipur,Shankar Nagar,2026-02-15,Premium,UPI
CU018893,Udant Amble,Female,51.0,Bhilai,Smriti Nagar,2024-08-15,Premium,Cash on Delivery
CU018894,Tanmayi Chaudhary,Male,24.0,Bilaspur,Sarkanda,2024-07-29,Returning,UPI
CU018895,Nidhi Doshi,Male,54.0,Bhilai,Supela,2026-01-02,Premium,Card
CU018896,Bhavani Goda,Female,46.0,Bhilai,Sector 9,2024-04-05,Returning,UPI
CU018897,Yug Batra,Female,39.0,Raipur,Telibandha,2025-11-10,Returning,Wallet
CU018898,Jeremiah Vora,Male,50.0,Bhilai,Supela,2024-04-04,Returning,Card
CU018899,Bhavya Arora,Male,43.0,Raipur,Avanti Vihar,2025-03-18,Premium,Card
CU018900,Ikbal Chakraborty,Male,54.0,Bhilai,Sector 9,2026-03-22,Returning,Cash on Delivery
CU018901,Hemangini Desai,Female,62.0,Bilaspur,Sarkanda,2025-05-30,Returning,UPI
CU018902,Vinaya Thakkar,Female,51.0,Raipur,Devendra Nagar,2025-05-12,Returning,UPI
CU018903,Warda Master,Male,53.0,Korba,TP Nagar,2025-07-06,Premium,Wallet
CU018904,Chavvi Raju,Male,19.0,Bilaspur,Vyapar Vihar,2025-04-05,Returning,Card
CU018905,Omaja Sahni,Male,58.0,Raipur,Shankar Nagar,2024-04-20,Returning,Cash on Delivery
CU018906,Shravya Basu,Female,40.0,Bhilai,Sector 9,2024-08-17,New,Card
CU018907,Baljiwan Lad,Female,28.0,Raipur,Shankar Nagar,2025-07-29,Returning,Card
CU018908,Vaishnavi Hayer,Female,58.0,Raipur,Shankar Nagar,2024-11-09,Returning,Card
CU018909,Jhalak Bumb,Female,19.0,Korba,Transport Nagar,2024-12-27,Premium,UPI
CU018910,Warinder Prakash,Male,21.0,Bilaspur,Link Road,2025-06-18,Returning,UPI
CU018911,Ekani Panchal,Female,37.0,Durg,Borsi,2024-05-04,Returning,UPI
CU018912,Priya Gandhi,Female,48.0,Bilaspur,Link Road,2024-07-18,Premium,Card
CU018913,Michael Wason,Female,37.0,Korba,TP Nagar,2025-06-14,Returning,UPI
CU018914,Tara Ravel,Male,44.0,Korba,TP Nagar,2025-03-31,New,UPI
CU018915,Balendra Bhalla,Other,45.0,Raipur,Avanti Vihar,2025-07-25,New,Cash on Delivery
CU018916,Damyanti Agarwal,Male,,Raipur,Avanti Vihar,2024-04-13,Returning,Wallet
CU018917,Mitesh Rai,Male,29.0,Bhilai,Sector 9,2025-07-07,New,UPI
CU018918,Upkaar Prakash,Female,38.0,Bhilai,Sector 10,2025-09-24,New,UPI
CU018919,Jyoti Chaudhuri,Female,59.0,Bhilai,Supela,2026-03-18,Premium,UPI
CU018920,Gopal Prabhakar,Female,52.0,Raipur,Avanti Vihar,2024-08-25,New,UPI
CU018921,Dakshesh Bhardwaj,Male,46.0,Durg,Malviya Nagar,2025-11-02,Premium,UPI
CU018922,Yashodhara Ratti,Male,18.0,Raipur,Shankar Nagar,2026-03-15,New,UPI
CU018923,Radhika Amble,Female,32.0,Durg,Malviya Nagar,2024-11-29,Returning,Card
CU018924,Libni Pillay,Male,36.0,Bhilai,Supela,2026-03-03,Returning,UPI
CU018925,Anita Murthy,Male,39.0,Raipur,Devendra Nagar,2025-05-11,Returning,UPI
CU018926,Unni Shere,Female,26.0,Durg,Malviya Nagar,2024-06-07,New,UPI
CU018927,Jyoti Sangha,Male,20.0,Bhilai,Sector 10,2025-09-21,New,Cash on Delivery
CU018928,Naveen Korpal,Male,23.0,Bilaspur,Vyapar Vihar,2025-03-15,Returning,UPI
CU018929,Anay Bath,Male,28.0,Korba,Transport Nagar,2024-05-25,Returning,Card
CU018930,Falak Deol,Male,48.0,Raipur,Telibandha,2024-10-26,Premium,UPI
CU018931,Atharv Memon,Male,44.0,Raipur,VIP Road,2025-04-07,Returning,UPI
CU018932,Gaurav Parikh,Female,55.0,Raipur,Avanti Vihar,2025-05-07,New,UPI
CU018933,Vasudha Sani,Female,18.0,Raipur,VIP Road,2025-03-06,Returning,Card
CU018934,Anamika Garde,Female,59.0,Rajnandgaon,Civil Lines,2025-05-22,New,UPI
CU018935,Guneet Divan,Female,,Durg,Adarsh Nagar,2025-09-06,Returning,Wallet
CU018936,Tripti Deshpande,Female,23.0,Bhilai,Smriti Nagar,2025-10-05,Returning,UPI
CU018937,Brijesh Mital,Male,,Bilaspur,Link Road,2025-04-02,Returning,UPI
CU018938,Aadhya Ghosh,Female,59.0,Korba,TP Nagar,2025-07-11,New,Card
CU018939,Aryan Vasa,Female,57.0,Raipur,Avanti Vihar,2025-12-01,Returning,UPI
CU018940,Chameli Chad,Female,37.0,Raipur,Shankar Nagar,2024-08-03,Returning,Cash on Delivery
CU018941,Ubika Shah,Male,52.0,Durg,Ashish Nagar,2025-01-01,New,Card
CU018942,Siddharth Mani,Female,34.0,Bilaspur,Vyapar Vihar,2025-04-20,New,UPI
CU018943,Wriddhish Sehgal,Male,60.0,Raipur,VIP Road,2024-10-05,Returning,Card
CU018944,Sarthak Baral,Male,22.0,Bhilai,Smriti Nagar,2026-02-13,New,UPI
CU018945,Upkaar Murty,Male,29.0,Raipur,Shankar Nagar,2025-05-01,New,UPI
CU018946,Hardik Kala,Female,24.0,Bilaspur,Link Road,2024-04-24,Returning,Wallet
CU018947,Ekapad Thaker,Male,41.0,Bilaspur,Link Road,2024-07-04,Premium,Card
CU018948,Unnati Kumar,Male,52.0,Raipur,Civil Lines,2024-05-02,New,UPI
CU018949,Yoshita Parsa,Male,56.0,Durg,Ashish Nagar,2024-10-07,Returning,UPI
CU018950,Januja Gaba,Female,36.0,Bhilai,Vaishali Nagar,2024-09-27,Returning,UPI
CU018951,Eiravati Koshy,Female,47.0,Bilaspur,Tarbahar,2024-07-10,Returning,Cash on Delivery
CU018952,Ekiya Oak,Male,22.0,Bilaspur,Tarbahar,2025-10-09,Returning,UPI
CU018953,Divya Madan,Male,24.0,Bhilai,Vaishali Nagar,2024-11-05,New,Card
CU018954,Bishakha Kothari,Female,25.0,Raipur,Devendra Nagar,2026-03-30,Premium,UPI
CU018955,Chatura Mani,Male,25.0,Raipur,Avanti Vihar,2024-05-30,New,UPI
CU018956,Waida Datta,Male,34.0,Durg,Borsi,2024-08-11,New,UPI
CU018957,Wahab Agate,Male,63.0,Bilaspur,Sarkanda,2025-07-19,Returning,Card
CU018958,Nidhi Bali,Female,23.0,Raipur,VIP Road,2024-10-30,Premium,UPI
CU018959,Adya Dani,Male,44.0,Rajnandgaon,Station Para,2025-12-08,New,Cash on Delivery
CU018960,Charita Dube,Male,55.0,Durg,Adarsh Nagar,2025-12-20,Returning,UPI
CU018961,Chandresh Raj,Male,38.0,Raipur,Telibandha,2024-12-16,Returning,Cash on Delivery
CU018962,Yuvraj Taneja,Female,57.0,Raipur,Avanti Vihar,2025-07-20,Returning,Cash on Delivery
CU018963,Vedika Bava,Male,63.0,Bilaspur,Sarkanda,2025-02-20,Premium,Wallet
CU018964,Eta Parekh,Male,58.0,Raipur,Shankar Nagar,2024-11-13,New,UPI
CU018965,Aarav Sangha,Female,58.0,Rajnandgaon,Civil Lines,2024-05-13,Returning,UPI
CU018966,Harinakshi Verma,Male,50.0,Bilaspur,Vyapar Vihar,2025-08-23,Returning,UPI
CU018967,Gaurangi Magar,Female,35.0,Raipur,Avanti Vihar,2024-11-11,Premium,Cash on Delivery
CU018968,Abeer Nagi,Female,26.0,Bhilai,Supela,2024-08-09,Returning,UPI
CU018969,Lopa Padmanabhan,Female,40.0,Raipur,Civil Lines,2024-06-29,Premium,UPI
CU018970,Vasudha Batra,Female,46.0,Bhilai,Smriti Nagar,2025-09-01,Returning,UPI
CU018971,Urvi Roy,Male,33.0,Raipur,Avanti Vihar,2025-01-03,Returning,UPI
CU018972,Irya Randhawa,Female,55.0,Durg,Malviya Nagar,2024-06-19,New,Cash on Delivery
CU018973,Dhriti Bhagat,Female,31.0,Bilaspur,Tarbahar,2025-05-16,Premium,UPI
CU018974,Guneet Vora,Male,56.0,Korba,TP Nagar,2025-05-23,Returning,UPI
CU018975,Aradhana Morar,Female,24.0,Raipur,Telibandha,2025-11-24,Premium,UPI
CU018976,Qabil Shankar,Female,35.0,Bhilai,Supela,2025-03-23,Returning,Card
CU018977,Janani Lala,Female,41.0,Durg,Borsi,2024-08-21,Returning,Cash on Delivery
CU018978,Chatresh Dash,Male,61.0,Bhilai,Sector 9,2025-02-13,Returning,Card
CU018979,Peter Nori,Male,23.0,Bhilai,Sector 9,2025-09-13,Returning,Cash on Delivery
CU018980,Wridesh Jaggi,Female,44.0,Rajnandgaon,Civil Lines,2025-05-04,Returning,Card
CU018981,Yash Rai,Male,45.0,Durg,Malviya Nagar,2024-10-18,Returning,Cash on Delivery
CU018982,Chandani Banik,Male,30.0,Durg,Borsi,2026-03-22,New,Card
CU018983,Harshil Dasgupta,Female,62.0,Bhilai,Vaishali Nagar,2025-12-24,Returning,UPI
CU018984,Amruta Pal,Male,19.0,Bilaspur,Tarbahar,2025-04-25,Returning,Cash on Delivery
CU018985,Zinal Barman,Female,32.0,Bhilai,Supela,2025-11-08,New,UPI
CU018986,Lopa Bal,Female,,Bhilai,Supela,2024-07-21,Returning,UPI
CU018987,Jagvi Guha,Female,59.0,raipur,Devendra Nagar,2025-09-30,New,UPI
CU018988,Tanay Bail,Female,60.0,Durg,Adarsh Nagar,2024-08-18,New,Card
CU018989,Nirja Sarkar,Male,57.0,Bhilai,Vaishali Nagar,2025-11-19,Premium,UPI
CU018990,Dayita Dash,Female,20.0,Bilaspur,Link Road,2024-09-23,New,Wallet
CU018991,Keya Bhagat,Female,20.0,Durg,Ashish Nagar,2025-05-01,Returning,Card
CU018992,Ekantika Tailor,Female,45.0,Durg,Ashish Nagar,2025-09-15,New,Card
CU018993,Ranveer Baral,Female,18.0,Raipur,VIP Road,2024-04-18,Premium,UPI
CU018994,Jagrati Nayar,Male,37.0,Bilaspur,Link Road,2024-08-13,Returning,UPI
CU018995,Rehaan Saha,Male,40.0,Bhilai,Sector 9,2024-09-08,Premium,Card
CU018996,Tristan Hans,Male,41.0,Raipur,Shankar Nagar,2024-08-30,Returning,UPI
CU018997,Siddharth Borah,Female,32.0,Raipur,Telibandha,2025-10-26,Returning,Card
CU018998,Falan Batra,Male,41.0,Bilaspur,Sarkanda,2026-03-14,Returning,UPI
CU018999,Jacob Baria,Male,43.0,Durg,Malviya Nagar,2025-01-30,Returning,Card
CU019000,Vrinda Sinha,Female,36.0,Rajnandgaon,Civil Lines,2025-10-04,Returning,Card
CU019001,Atharv Bandi,Male,35.0,Bhilai,Supela,2024-09-12,Returning,UPI
CU019002,Xalak Varty,Male,41.0,Bhilai,Sector 10,2025-01-03,Returning,Card
CU019003,Neha Sethi,Female,36.0,Raipur,Telibandha,2024-07-30,Returning,Cash on Delivery
CU019004,Omaja Rajan,Male,33.0,Rajnandgaon,Civil Lines,2025-06-01,Returning,UPI
CU019005,Yashodhara Tripathi,Female,43.0,Durg,Ashish Nagar,2024-10-28,Returning,Cash on Delivery
CU019006,Ryan Hayre,Female,41.0,Rajnandgaon,Station Para,2025-03-06,Premium,Card
CU019007,Rachita Nagi,Male,33.0,Bhilai,Sector 9,2025-08-04,Premium,UPI
CU019008,Tanay Kar,Female,39.0,Raipur,Telibandha,2025-06-24,Returning,Card
CU019009,Pranit Swaminathan,Male,19.0,Bilaspur,Sarkanda,2025-02-19,Returning,UPI
CU019010,Chaaya Basu,Female,36.0,Bhilai,Smriti Nagar,2026-02-25,Premium,UPI
CU019011,Amruta Bhagat,Male,49.0,Bhilai,Smriti Nagar,2026-01-09,Returning,UPI
CU019012,Dalaja Iyengar,Male,48.0,Raipur,Shankar Nagar,2025-10-25,New,UPI
CU019013,Ati Puri,Female,41.0,Raipur,Telibandha,2024-04-25,Premium,Cash on Delivery
CU019014,Vanya Korpal,Female,33.0,Bhilai,Sector 9,2025-04-17,New,Cash on Delivery
CU019015,Yuvraj Nadig,Female,42.0,Korba,TP Nagar,2026-03-20,Returning,Card
CU019016,Vidhi Gokhale,Female,54.0,Bilaspur,Sarkanda,2024-07-16,Returning,UPI
CU019017,Zansi Arora,Other,63.0,Durg,Adarsh Nagar,2025-05-13,New,UPI
CU019018,Gayathri Kata,Male,30.0,Raipur,Shankar Nagar,2024-05-16,Returning,UPI
CU019019,Baghyawati Sachdev,Male,46.0,Durg,Adarsh Nagar,2025-09-04,Returning,UPI
CU019020,Andrew Banik,Male,,Bhilai,Sector 9,2025-03-22,Returning,Wallet
CU019021,Qabil Kar,Other,28.0,Raipur,VIP Road,2024-09-25,Returning,Card
CU019022,Nicholas Apte,Male,62.0,Bhilai,Sector 9,2024-05-19,Returning,UPI
CU019023,Krishna Raghavan,Female,23.0,Raipur,Civil Lines,2024-06-22,New,UPI
CU019024,Darpan Choudhry,Male,32.0,Durg,Malviya Nagar,2026-03-16,Premium,Card
CU019025,Veer Tripathi,Male,63.0,Durg,Adarsh Nagar,2025-12-13,Returning,UPI
CU019026,Ekiya Patla,Female,20.0,Raipur,Shankar Nagar,2025-04-04,New,UPI
CU019027,Irya Bawa,Female,37.0,Bilaspur,Link Road,2026-02-17,Returning,UPI
CU019028,Girish Chanda,Female,23.0,Bhilai,Vaishali Nagar,2024-07-28,Premium,UPI
CU019029,Krisha Chand,Male,58.0,Raipur,Civil Lines,2024-05-21,New,Cash on Delivery
CU019030,Nathaniel Raju,Female,56.0,Bilaspur,Tarbahar,2024-09-18,New,Card
CU019031,Lakshit Merchant,Female,58.0,durg,Adarsh Nagar,2025-02-16,Returning,UPI
CU019032,Utkarsh Sabharwal,Male,26.0,Durg,Ashish Nagar,2024-09-13,New,UPI
CU019033,Vansha Aggarwal,Female,41.0,Raipur,Avanti Vihar,2026-02-28,New,Wallet
CU019034,Gaurav Chadha,Male,57.0,Bhilai,Smriti Nagar,2025-04-09,New,Card
CU019035,Yachana Baria,Male,31.0,Raipur,VIP Road,2024-09-20,Returning,UPI
CU019036,Pranav Ramaswamy,Male,53.0,Raipur,Avanti Vihar,2025-02-15,New,Cash on Delivery
CU019037,Harshil Jain,Female,50.0,Raipur,Devendra Nagar,2026-03-23,Premium,UPI
CU019038,Vansha Kuruvilla,Female,24.0,Raipur,Avanti Vihar,2025-07-02,Returning,UPI
CU019039,Nidhi Lata,Male,21.0,Bhilai,Vaishali Nagar,2024-06-13,Returning,UPI
CU019040,Kamya Doctor,Female,40.0,Bhilai,Smriti Nagar,2025-01-18,Returning,UPI
CU019041,Hamsini Kala,Female,62.0,Bilaspur,Tarbahar,2026-01-17,Returning,UPI
CU019042,Saanvi Suresh,Male,50.0,Raipur,Devendra Nagar,2025-08-06,Returning,UPI
CU019043,Abeer Patil,Male,57.0,Raipur,Devendra Nagar,2025-06-29,Returning,Cash on Delivery
CU019044,Riya Gill,Male,38.0,Rajnandgaon,Station Para,2024-12-31,Returning,Cash on Delivery
CU019045,Nimrat Padmanabhan,Male,54.0,Korba,TP Nagar,2026-01-27,New,Card
CU019046,Udarsh Joshi,Male,34.0,Raipur,Shankar Nagar,2024-11-10,New,UPI
CU019047,Rudra Kurian,Female,47.0,Bhilai,Supela,2024-08-18,Returning,UPI
CU019048,Damyanti Borah,Female,,Raipur,VIP Road,2024-04-30,New,UPI
CU019049,Aryan Balasubramanian,Female,18.0,Rajnandgaon,Civil Lines,2025-10-01,Returning,UPI
CU019050,Om Krishna,Male,38.0,Bhilai,Sector 10,2025-11-01,New,UPI
CU019051,Anthony Bora,Male,29.0,Raipur,VIP Road,2024-04-30,New,UPI
CU019052,Shivani Shere,Male,19.0,Bilaspur,Sarkanda,2025-04-02,Premium,UPI
CU019053,Ayaan Ramachandran,Male,45.0,Bilaspur,Sarkanda,2024-09-25,Returning,UPI
CU019054,Kiaan Prakash,Female,49.0,Raipur,VIP Road,2024-08-23,Premium,UPI
CU019055,Urishilla Sodhi,Male,21.0,Raipur,Avanti Vihar,2026-01-15,Returning,UPI
CU019056,Chanchal Choudhry,Male,19.0,Bhilai,Sector 9,2025-02-28,New,UPI
CU019057,Kai Thakur,Female,,Raipur,Civil Lines,2025-08-04,New,UPI
CU019058,Yachana Mangat,Female,46.0,Raipur,Telibandha,2024-11-27,Returning,Wallet
CU019059,Girik Sule,Male,60.0,Durg,Malviya Nagar,2025-08-09,New,Cash on Delivery
CU019060,Vedika Kulkarni,Male,58.0,Durg,Borsi,2024-09-05,Returning,UPI
CU019061,Faras Kunda,Male,47.0,Bilaspur,Tarbahar,2025-02-07,Returning,UPI
CU019062,Bhavna Solanki,Female,41.0,Bilaspur,Tarbahar,2025-07-29,Returning,Cash on Delivery
CU019063,Samaksh Sankaran,Male,64.0,Bhilai,Supela,2024-08-16,Returning,UPI
CU019064,Indrajit Sarkar,Female,42.0,Bhilai,Sector 9,2025-03-05,New,UPI
CU019065,Omisha Vohra,Male,31.0,Bilaspur,Sarkanda,2025-04-19,Premium,Card
CU019066,Yahvi Borra,Male,49.0,Raipur,Civil Lines,2025-02-09,Returning,UPI
CU019067,Leena Keer,Male,58.0,Raipur,Civil Lines,2024-10-06,New,UPI
CU019068,Siya Morar,Female,56.0,Raipur,Shankar Nagar,2025-03-08,Returning,UPI
CU019069,Damini Palla,Male,63.0,Bilaspur,Sarkanda,2024-10-01,Returning,UPI
CU019070,Aarush Shroff,Female,44.0,Bilaspur,Vyapar Vihar,2025-07-20,Returning,Card
CU019071,Siddharth Hayre,Female,55.0,Bhilai,Vaishali Nagar,2024-11-02,New,UPI
CU019072,Vansha Batra,Male,38.0,Bhilai,Smriti Nagar,2025-11-04,New,Cash on Delivery
CU019073,Yoshita Edwin,Female,41.0,Durg,Ashish Nagar,2024-11-09,Returning,UPI
CU019074,Onkar Parsa,Male,32.0,Raipur,Devendra Nagar,2025-03-04,Premium,UPI
CU019075,Watika Bhargava,Male,64.0,Bhilai,Vaishali Nagar,2025-04-02,Premium,UPI
CU019076,Sanaya Kashyap,Male,35.0,Durg,Borsi,2025-05-01,New,UPI
CU019077,Damini Mohan,Male,50.0,Bilaspur,Sarkanda,2024-07-21,New,Wallet
CU019078,Shaurya Menon,Female,60.0,Bhilai,Supela,2025-07-15,Returning,Card
CU019079,Advika Srivastava,Female,52.0,Raipur,Devendra Nagar,2025-04-18,Returning,UPI
CU019080,Rachita Nigam,Female,56.0,Rajnandgaon,Station Para,2024-08-06,Returning,UPI
CU019081,Zaid Chaudhari,Male,19.0,Bhilai,Supela,2025-07-07,Returning,Card
CU019082,Akshay Bobal,Male,21.0,Korba,TP Nagar,2025-10-15,Returning,Card
CU019083,Joshua Gandhi,Female,34.0,Durg,Ashish Nagar,2025-03-22,New,Card
CU019084,Girik Panchal,Female,49.0,Durg,Malviya Nagar,2024-04-25,Returning,Cash on Delivery
CU019085,Ekbal Gade,Male,38.0,Raipur,Civil Lines,2025-08-08,Premium,UPI
CU019086,Pavani Vyas,Female,56.0,Bhilai,Vaishali Nagar,2024-09-21,Returning,Card
CU019087,Leena Bali,Female,31.0,Raipur,Civil Lines,2025-06-22,New,Card
CU019088,Vincent Divan,Male,26.0,Raipur,Avanti Vihar,2026-03-20,Returning,UPI
CU019089,Kamya Chaudhuri,Male,27.0,Raipur,Devendra Nagar,2024-11-23,Premium,Card
CU019090,Yatin Narasimhan,Female,,Bhilai,Sector 10,2025-06-30,Returning,UPI
CU019091,Orinder Naidu,Female,51.0,Bhilai,Vaishali Nagar,2025-12-14,Returning,Card
CU019092,Bhavini Pathak,Male,27.0,Bilaspur,Vyapar Vihar,2025-02-02,Returning,UPI
CU019093,Anirudh Kadakia,Female,48.0,Raipur,Devendra Nagar,2025-01-24,Returning,UPI
CU019094,Upasna Ratti,Female,34.0,Raipur,Avanti Vihar,2025-09-19,New,UPI
CU019095,Daksh Chadha,Female,41.0,Bhilai,Sector 9,2026-03-18,New,Card
CU019096,Nathan Mall,Male,54.0,Bilaspur,Sarkanda,2025-01-10,Premium,UPI
CU019097,Chatura Srivastava,Female,32.0,raipur,Telibandha,2025-04-11,Returning,UPI
CU019098,Dakshesh Vaidya,Female,18.0,Durg,Ashish Nagar,2024-12-20,Premium,UPI
CU019099,Brinda Brar,Female,23.0,Bhilai,Vaishali Nagar,2024-09-01,Returning,UPI
CU019100,Pranit Kapoor,Female,31.0,Bilaspur,Link Road,2025-09-30,Returning,UPI
CU019101,Ishita Sarma,Male,37.0,Durg,Adarsh Nagar,2024-04-17,Returning,UPI
CU019102,Hemal Mahal,Male,24.0,Bhilai,Supela,2025-03-07,New,UPI
CU019103,Jason Sathe,Male,20.0,Bilaspur,Sarkanda,2025-08-31,Premium,UPI
CU019104,Rishi Ahluwalia,Female,44.0,Korba,TP Nagar,2025-03-10,New,UPI
CU019105,Niharika Nigam,Female,39.0,Raipur,Devendra Nagar,2024-06-15,New,UPI
CU019106,Yashica Shah,Female,56.0,Bhilai,Sector 9,2024-06-21,Returning,UPI
CU019107,Jyoti Sen,Female,23.0,Korba,Transport Nagar,2024-12-19,Returning,UPI
CU019108,Kamya Borah,Female,48.0,Durg,Borsi,2025-11-23,Returning,Card
CU019109,Mahika Pandit,Male,46.0,Bilaspur,Link Road,2024-10-21,New,UPI
CU019110,Girik Sarna,Female,47.0,Raipur,Devendra Nagar,2024-12-09,New,UPI
CU019111,Lila Krishna,Male,62.0,Raipur,Civil Lines,2026-01-09,Returning,UPI
CU019112,Faraj Kalita,Male,30.0,Durg,Malviya Nagar,2025-05-17,Returning,UPI
CU019113,Chatresh Comar,Female,40.0,Bilaspur,Tarbahar,2026-01-30,Returning,Cash on Delivery
CU019114,Girik Modi,Female,62.0,Raipur,Civil Lines,2025-01-24,Premium,Card
CU019115,Nathaniel Ghose,Female,60.0,Raipur,Shankar Nagar,2025-04-16,Premium,UPI
CU019116,Bhanumati Narayanan,Female,54.0,Durg,Borsi,2025-06-18,Returning,UPI
CU019117,Hardik Ravi,Male,45.0,Bilaspur,Sarkanda,2025-11-02,New,Wallet
CU019118,Finn Rajagopalan,Male,62.0,Rajnandgaon,Civil Lines,2025-04-20,Returning,Card
CU019119,Bina Chaudhari,Female,33.0,Bhilai,Vaishali Nagar,2025-01-22,New,UPI
CU019120,Gauri Loyal,Female,57.0,Bhilai,Smriti Nagar,2026-02-28,Returning,Card
CU019121,Ayaan Venkataraman,Female,53.0,Raipur,Shankar Nagar,2024-11-16,New,UPI
CU019122,Umang Vasa,Female,61.0,Bhilai,Sector 9,2026-02-28,Returning,Wallet
CU019123,Anjali Dutta,Female,19.0,Raipur,Shankar Nagar,2025-08-20,New,Cash on Delivery
CU019124,Unnati Rao,Male,61.0,Raipur,Civil Lines,2024-08-03,Returning,Cash on Delivery
CU019125,Baljiwan Sheth,Male,36.0,Raipur,VIP Road,2025-08-06,Returning,Cash on Delivery
CU019126,Forum Buch,Male,43.0,Raipur,VIP Road,2026-01-12,Returning,UPI
CU019127,Harrison Cheema,Female,41.0,Durg,Adarsh Nagar,2024-07-06,Returning,Wallet
CU019128,Anthony Virk,Male,44.0,Raipur,Devendra Nagar,2025-02-14,New,UPI
CU019129,Zilmil Bose,Male,37.0,Bhilai,Sector 9,2026-01-06,Returning,Wallet
CU019130,Sara Lal,Female,22.0,Bilaspur,Link Road,2025-03-08,Returning,UPI
CU019131,Pahal Sunder,Female,48.0,Raipur,Shankar Nagar,2025-04-29,New,UPI
CU019132,Pallavi Nagi,Male,22.0,Bhilai,Smriti Nagar,2025-09-21,Returning,UPI
CU019133,Urmi Bawa,Male,19.0,Durg,Adarsh Nagar,2024-05-20,Returning,UPI
CU019134,Qushi Tailor,Female,46.0,Bilaspur,Link Road,2025-04-05,New,UPI
CU019135,Jagat Sandal,Female,53.0,Bhilai,Sector 10,2024-04-27,Returning,UPI
CU019136,Arin Jaggi,Male,46.0,Durg,Malviya Nagar,2025-09-07,New,UPI
CU019137,Madhav Varty,Female,42.0,Rajnandgaon,Station Para,2025-04-19,Returning,UPI
CU019138,Upadhriti Mistry,Male,33.0,Durg,Ashish Nagar,2025-01-31,Returning,Cash on Delivery
CU019139,Dominic Nazareth,Female,37.0,Bhilai,Supela,2025-01-25,Returning,UPI
CU019140,Fiyaz Pillai,Female,51.0,Bilaspur,Vyapar Vihar,2025-09-10,Returning,Card
CU019141,Mohini Varkey,Male,53.0,Bhilai,Sector 10,2025-11-10,Returning,Cash on Delivery
CU019142,Gaurav Cherian,Male,44.0,Raipur,Devendra Nagar,2025-03-25,New,UPI
CU019143,Faris Rai,Male,54.0,Bhilai,Vaishali Nagar,2025-12-02,New,UPI
CU019144,Vrishti Iyengar,Male,35.0,Durg,Borsi,2024-06-21,Returning,UPI
CU019145,Yasti Bhakta,Male,23.0,Raipur,Telibandha,2025-11-09,Returning,Cash on Delivery
CU019146,Jackson Krishnan,Male,45.0,Korba,Transport Nagar,2025-06-11,Premium,UPI
CU019147,Nisha Sethi,Male,30.0,Rajnandgaon,Civil Lines,2024-08-19,New,Wallet
CU019148,Tara Chaudhry,Male,34.0,Raipur,Telibandha,2025-08-06,New,Wallet
CU019149,Edhitha Mannan,Female,28.0,Raipur,Shankar Nagar,2025-08-22,New,UPI
CU019150,Logan Handa,Female,58.0,Rajnandgaon,Civil Lines,2024-09-28,Returning,UPI
CU019151,Sai Mani,Male,50.0,Raipur,Avanti Vihar,2026-03-06,New,UPI
CU019152,Lekha Hegde,Female,33.0,Durg,Adarsh Nagar,2025-07-30,Returning,Card
CU019153,Hemangini Shenoy,Female,49.0,Raipur,Shankar Nagar,2024-07-20,New,Wallet
CU019154,Thomas Pandit,Male,56.0,Raipur,Avanti Vihar,2026-03-27,Premium,UPI
CU019155,Anthony Bath,Female,52.0,Raipur,Shankar Nagar,2025-11-11,Returning,UPI
CU019156,Pahal Master,Male,32.0,Raipur,Telibandha,2025-03-19,New,Card
CU019157,Dominic Dhingra,Female,23.0,KORBA,Transport Nagar,2026-01-12,New,Cash on Delivery
CU019158,Anika Bhatia,Male,18.0,Raipur,Telibandha,2024-11-14,New,Cash on Delivery
CU019159,Timothy Venkataraman,Female,21.0,Raipur,Civil Lines,2024-08-25,Premium,UPI
CU019160,Ranbir Basu,Female,41.0,Bilaspur,Vyapar Vihar,2024-08-03,New,UPI
CU019161,Jack Merchant,Male,25.0,Rajnandgaon,Station Para,2025-08-25,New,Cash on Delivery
CU019162,Manya Behl,Other,45.0,Bhilai,Sector 9,2024-08-22,New,UPI
CU019163,Aarnav Randhawa,Female,50.0,Durg,Borsi,2024-09-10,Returning,UPI
CU019164,Pahal Dhawan,Female,30.0,Raipur,VIP Road,2024-09-13,New,UPI
CU019165,Matthew Palla,Female,21.0,Durg,Malviya Nagar,2025-06-24,Returning,UPI
