rider_id,rider_name,gender,age,vehicle_type,assigned_store_id,rating,total_deliveries_lifetime,joining_date,rider_tenure_days
RD0641,Nitesh Narang,Female,33,Bike,ST013,4.4,1394,2025-10-03,179
RD0642,Jackson Jha,Male,33,E-Bike,ST007,4.1,4839,2024-10-26,521
RD0643,Gavin Uppal,Male,30,Bike,ST001,4.4,2828,2025-12-06,115
RD0644,Christopher Setty,Male,40,Bike,ST006,4.8,539,2025-03-05,391
RD0645,Yochana Sagar,Female,20,Scooter,ST006,4.4,1585,2024-09-16,561
RD0646,Dalbir Shere,Male,21,Scooter,ST008,4.1,285,2025-01-18,437
RD0647,Anthony Randhawa,Male,30,Bike,ST004,4.2,2863,2025-01-20,435
RD0648,Aarush Kamdar,Female,29,Bike,ST007,4.5,5986,2024-09-20,557
RD0649,Chakradev Sampath,Male,33,Bike,ST007,4.3,3412,2025-09-05,207
RD0650,Devansh Bhasin,Male,38,Scooter,ST005,4.6,5219,2024-11-02,514
RD0651,Urmi Balay,Male,34,Bike,ST011,4.6,4460,2025-12-09,112
RD0652,Nilima Gole,Male,25,Bike,ST005,4.7,5299,2025-05-13,322
RD0653,Osha Prasad,Male,27,Bike,ST012,4.4,1879,2025-10-02,180
RD0654,Saumya Purohit,Male,38,Scooter,ST004,4.7,5708,2025-03-13,383
RD0655,Faris Zacharia,Male,24,Bike,ST013,4.1,1447,2024-11-22,494
RD0656,Ijaya Dani,Male,32,Scooter,ST006,4.1,2641,2024-12-18,468
RD0657,Maya Wadhwa,Male,33,Bike,ST001,4.4,4094,2025-08-24,219
RD0658,Udant Aggarwal,Male,38,Scooter,ST003,4.2,1735,2025-10-01,181
RD0659,Chanchal Sheth,Male,37,Bike,ST013,4.0,1601,2025-02-03,421
RD0660,Ladli Karpe,Male,31,Bike,ST014,4.2,797,2025-03-23,373
RD0661,Triveni Pal,Male,27,Bike,ST004,4.2,45,2026-01-31,59
RD0662,Anya Gulati,Male,28,Scooter,ST010,4.2,3017,2025-12-12,109
RD0663,Azad Saini,Male,29,E-Bike,ST009,4.3,5920,2025-04-21,344
RD0664,Wridesh Jhaveri,Female,24,Bike,ST003,4.8,1335,2025-01-19,436
RD0665,Harrison Bandi,Male,35,Bike,ST007,4.5,2652,2025-02-21,403
RD0666,Chanakya Konda,Male,24,E-Bike,ST011,5.0,5614,2025-06-28,276
RD0667,Neelima Sarna,Female,35,Bike,ST015,4.5,4638,2025-07-13,261
RD0668,Teerth Bhalla,Male,38,Bike,ST013,4.3,43,2024-12-20,466
RD0669,Yahvi Mann,Male,44,Bike,ST002,4.4,3013,2024-10-18,529
RD0670,Eiravati Nagi,Male,22,Scooter,ST004,4.5,876,2025-06-04,300
RD0671,Chasmum Dhar,Male,38,Scooter,ST007,4.6,1497,2025-11-13,138
RD0672,Odika Mital,Male,21,Scooter,ST003,5.0,1493,2024-12-03,483
RD0673,Darsh Gill,Female,27,Bicycle,ST009,4.1,3682,2025-04-19,346
RD0674,Warhi Batta,Male,23,Bike,ST001,4.7,1209,2024-12-08,478
RD0675,Lakshmi Vohra,Male,23,Bike,ST002,4.5,1526,2025-01-20,435
RD0676,Omaja Rege,Male,23,Bike,ST001,3.9,1370,2025-08-06,237
RD0677,Charita Puri,Female,20,Bike,ST005,4.7,2154,2025-02-13,411
RD0678,Urvashi Khosla,Male,40,Bike,ST012,4.8,3943,2025-02-01,423
RD0679,Charita Dhawan,Male,20,Bike,ST003,4.1,2411,2026-02-27,32
RD0680,Dalbir Sachar,Male,29,Bike,ST015,4.4,1978,2024-12-14,472
RD0681,Krish Rama,Male,37,Scooter,ST005,3.8,3115,2024-12-23,463
RD0682,Aadhya Jani,Male,44,Bike,ST001,4.0,3697,2026-01-23,67
RD0683,Farhan Sengupta,Male,41,Bike,ST006,4.8,111,2025-07-04,270
RD0684,George Wason,Male,22,Scooter,ST012,4.2,5343,2024-10-06,541
RD0685,Charan Loyal,Male,44,Scooter,ST002,4.0,5500,2025-04-28,337
RD0686,Balveer Bora,Male,35,Scooter,ST002,4.5,3623,2025-07-12,262
RD0687,Teerth Srinivas,Male,23,Scooter,ST013,4.2,3456,2025-01-26,429
RD0688,Gaurangi Mitter,Male,30,Scooter,ST009,4.2,4173,2025-07-03,271
RD0689,Siddharth Gupta,Male,42,Bike,ST006,4.7,2656,2025-08-25,218
RD0690,Varenya Kibe,Male,29,Bike,ST012,4.0,2205,2025-01-25,430
RD0691,Mekhala Khatri,Male,23,Scooter,ST013,4.1,2129,2025-11-21,130
RD0692,Barkha Rai,Male,41,Bike,ST006,4.5,975,2025-05-13,322
RD0693,Jagrati Morar,Male,43,Bike,ST009,4.7,5050,2026-02-10,49
RD0694,Jagvi Varghese,Male,44,Bike,ST001,4.8,1937,2024-10-29,518
RD0695,Unnati Chaudhari,Male,43,Bike,ST005,4.2,1720,2025-03-05,391
RD0696,Ekaja Jani,Male,41,Bike,ST009,4.7,5786,2025-10-03,179
RD0697,Dhriti Sachdev,Male,30,Bike,ST003,4.1,3050,2026-01-04,86
RD0698,Timothy Dhingra,Male,23,Scooter,ST015,5.0,3738,2025-01-09,446
RD0699,Advika Sahni,Male,35,E-Bike,ST015,4.0,1487,2026-02-19,40
RD0700,Michael Hayre,Male,24,Bike,ST004,4.9,1679,2024-12-25,461
RD0701,Victor Raghavan,Male,31,E-Bike,ST006,4.2,4375,2025-04-23,342
RD0702,Xalak Nazareth,Male,36,Bike,ST003,5.0,2716,2025-02-28,396
RD0703,Vrinda Swaminathan,Male,43,E-Bike,ST008,4.6,903,2025-04-28,337
RD0704,Om Pandey,Male,26,Bicycle,ST002,4.0,5016,2026-01-08,82
RD0705,Logan Suresh,Male,25,Bike,ST006,4.2,2428,2025-10-09,173
RD0706,Daniel Viswanathan,Male,38,Scooter,ST009,4.7,4017,2025-11-13,138
RD0707,Falan Bava,Male,19,Bicycle,ST010,4.8,2060,2025-01-26,429
RD0708,Nitara Devan,Male,33,E-Bike,ST009,4.4,3372,2026-02-01,58
RD0709,Ekansh Dora,Male,38,Bicycle,ST004,4.4,4658,2025-05-04,331
RD0710,Tejas Tiwari,Male,33,Scooter,ST012,4.7,5313,2025-08-27,216
RD0711,Kashvi Bhasin,Female,28,Bike,ST011,4.4,1259,2025-09-21,191
RD0712,Vinaya Babu,Male,40,Scooter,ST012,3.9,4041,2025-09-02,210
RD0713,Nisha Arora,Male,28,Scooter,ST008,4.1,5489,2025-07-31,243
RD0714,Anvi Wason,Male,37,Scooter,ST014,4.5,3863,2025-05-27,308
RD0715,Anay Thakkar,Male,31,Bike,ST006,4.8,875,2025-08-25,218
RD0716,Praneel Chhabra,Male,19,Scooter,ST013,5.0,1154,2026-01-10,80
RD0717,Manthan Khosla,Male,32,Bike,ST004,4.7,1232,2025-04-09,356
RD0718,Zayyan Pandya,Female,20,Scooter,ST004,4.5,656,2025-06-13,291
RD0719,Mekhala Brar,Male,43,Bike,ST008,4.7,4527,2024-12-18,468
RD0720,Nidra Sharaf,Male,34,Scooter,ST009,4.2,5791,2025-03-21,375
RD0721,Upkaar Mital,Male,28,Scooter,ST012,4.3,3110,2025-10-31,151
RD0722,Azad Chander,Male,31,Bike,ST005,4.1,3601,2025-08-21,222
RD0723,Ladli Purohit,Male,35,Bike,ST014,4.0,4646,2025-01-03,452
RD0724,Daksh Andra,Male,25,Bike,ST005,4.5,2505,2025-07-02,272
RD0725,Fitan Tata,Male,26,Bicycle,ST009,4.5,2845,2025-11-21,130
RD0726,Garima Chandran,Male,29,Scooter,ST014,4.6,3542,2024-11-18,498
RD0727,Victor Kakar,Male,25,Bike,ST009,4.6,1841,2024-10-16,531
RD0728,Anika Batra,Male,38,Bike,ST011,4.5,389,2025-04-11,354
RD0729,Avni Bali,Male,21,Bike,ST014,4.6,3415,2025-08-30,213
RD0730,Divya Babu,Male,40,Bike,ST015,4.4,4936,2025-02-27,397
RD0731,Maanas Rao,Male,28,E-Bike,ST008,4.5,457,2025-11-26,125
RD0732,Chandani Gaba,Male,33,Scooter,ST007,4.1,1315,2025-12-10,111
RD0733,Lopa Zachariah,Male,23,Bike,ST003,4.5,1592,2025-06-24,280
RD0734,Leena Dey,Male,29,E-Bike,ST009,4.6,4831,2025-04-03,362
RD0735,Xiti Pal,Female,38,Bike,ST014,4.2,3037,2024-10-05,542
RD0736,Guneet Sarkar,Male,26,E-Bike,ST008,4.4,3215,2025-11-26,125
RD0737,Faqid Oak,Male,22,Bike,ST006,4.2,3878,2026-01-04,86
RD0738,Eta Balan,Female,32,Scooter,ST002,4.2,1673,2025-05-07,328
RD0739,Shravya Swaminathan,Male,23,E-Bike,ST006,4.0,4287,2025-06-16,288
RD0740,Ishani Prashad,Male,27,Bike,ST004,4.8,200,2025-10-21,161
RD0741,Quincy Rai,Male,30,Scooter,ST015,4.8,700,2025-09-20,192
RD0742,Chakrika Koshy,Male,33,Bicycle,ST008,4.6,4898,2024-11-24,492
RD0743,Fitan Loyal,Male,35,Bike,ST003,5.0,3956,2025-09-07,205
RD0744,Lajita Dube,Male,36,Bike,ST002,4.3,1075,2026-01-20,70
RD0745,Edhitha Patel,Male,40,Scooter,ST013,5.0,2643,2025-10-19,163
RD0746,Gavin Ahluwalia,Male,20,Bike,ST014,4.3,329,2025-05-28,307
RD0747,Sai Parsa,Male,28,Bike,ST012,4.5,4037,2025-06-19,285
RD0748,Harsh Deo,Male,19,Bike,ST002,4.3,4540,2025-01-29,426
RD0749,Rachit Sankar,Male,19,Scooter,ST002,4.5,1684,2025-09-01,211
RD0750,Yauvani Reddy,Male,24,Bike,ST003,4.7,2113,2025-01-20,435
RD0751,Atharv Chakraborty,Male,34,Bike,ST012,4.4,1436,2025-03-14,382
RD0752,Girik Nair,Male,42,Scooter,ST012,5.0,2348,2025-02-01,423
RD0753,Advik Manne,Male,39,Bike,ST013,4.5,1648,2025-03-11,385
RD0754,Lipika Chad,Male,35,Scooter,ST002,4.5,1497,2025-03-28,368
RD0755,Omkaar Rai,Male,39,Bike,ST003,4.1,2592,2024-10-27,520
RD0756,Liam Luthra,Female,23,Bicycle,ST014,4.5,5157,2025-10-01,181
RD0757,Amrita Tailor,Male,40,Scooter,ST014,4.4,4581,2025-05-06,329
RD0758,Dev Ganesh,Male,42,Bike,ST011,4.2,1798,2026-02-03,56
RD0759,Anya Sama,Male,21,E-Bike,ST002,4.1,5658,2024-12-18,468
RD0760,Veda Bose,Male,31,Bike,ST002,5.0,1276,2025-09-05,207
RD0761,Zayan Koshy,Male,40,Bike,ST001,4.3,5466,2024-12-17,469
RD0762,Rohan Shankar,Male,31,Bike,ST011,3.9,1869,2025-07-02,272
RD0763,Krishna Modi,Female,40,Scooter,ST013,4.2,3250,2025-06-02,302
RD0764,Meghana Natarajan,Male,43,Bike,ST010,4.4,1234,2025-05-10,325
RD0765,Forum Sarraf,Male,31,Bike,ST004,4.6,4576,2025-08-29,214
RD0766,Qushi Deshpande,Female,20,Bike,ST012,4.6,1919,2025-11-30,121
RD0767,Ekani Iyer,Male,27,Bike,ST001,4.6,5237,2025-03-01,395
RD0768,Dipta Goel,Male,24,Bike,ST013,4.2,515,2025-12-11,110
RD0769,Eiravati Manne,Female,31,Bike,ST014,4.5,3021,2024-12-20,466
RD0770,Xavier Nanda,Female,34,Bike,ST011,4.1,968,2025-02-16,408
RD0771,Avni Ramaswamy,Male,31,Bike,ST014,4.2,5335,2025-02-26,398
RD0772,Ishaan Iyengar,Male,24,Scooter,ST009,4.1,2513,2026-02-05,54
RD0773,Avi Shenoy,Male,26,Bike,ST008,4.0,4053,2024-11-15,501
RD0774,Raksha Manne,Male,36,Scooter,ST005,4.8,5279,2025-04-12,353
RD0775,Nilima Tata,Male,19,Bike,ST014,4.6,3223,2025-04-28,337
RD0776,Chavvi Khurana,Male,24,Bike,ST011,4.7,362,2025-11-15,136
RD0777,Mitesh Sampath,Male,42,Bike,ST003,4.4,1339,2025-05-30,305
RD0778,Ethan Sen,Male,21,Bike,ST015,4.7,1291,2026-02-12,47
RD0779,Nandini Warrior,Male,29,Bike,ST001,3.8,5486,2025-10-14,168
RD0780,Balhaar Parsa,Male,24,Scooter,ST009,4.7,5451,2025-09-24,188
RD0781,Ikbal Kothari,Male,21,Bike,ST003,4.5,2872,2025-10-20,162
RD0782,Ojas Basu,Male,29,Bike,ST010,4.6,5342,2024-12-08,478
RD0783,Garima Sani,Male,32,Scooter,ST007,4.5,1491,2025-05-11,324
RD0784,Advaith Chaudhari,Male,23,Bike,ST007,4.1,4083,2025-07-23,251
RD0785,Tristan Uppal,Male,21,Bike,ST011,3.9,2363,2025-01-02,453
RD0786,Sanaya Prasad,Male,22,Bike,ST012,4.2,1458,2024-11-15,501
RD0787,Ubika Tella,Male,35,Bike,ST006,4.6,1515,2024-11-24,492
RD0788,Hemani Bakshi,Male,41,Bike,ST015,4.6,2530,2025-11-09,142
RD0789,Henry Merchant,Male,23,Scooter,ST008,3.9,2051,2025-08-30,213
RD0790,Frederick D’Alia,Male,27,E-Bike,ST003,4.1,1283,2025-02-10,414
RD0791,Ijaya Muni,Female,27,Bike,ST001,4.1,2018,2025-10-12,170
RD0792,Tamanna Jhaveri,Male,28,Scooter,ST004,4.3,788,2025-09-19,193
RD0793,Ijaya Soni,Male,25,Scooter,ST011,3.9,5818,2025-11-23,128
RD0794,Raksha Sethi,Male,20,Bike,ST009,3.9,2292,2026-01-12,78
RD0795,Ekalinga Mital,Male,32,Scooter,ST006,4.1,662,2025-12-28,93
RD0796,Ishwar Bajaj,Male,28,Scooter,ST008,4.4,3463,2024-12-18,468
RD0797,Ikbal Gala,Male,27,E-Bike,ST013,4.0,5301,2025-10-29,153
RD0798,Zaitra Ghosh,Male,25,Bicycle,ST009,4.4,2172,2025-04-11,354
RD0799,Ganga Sandhu,Female,43,Bike,ST001,4.8,5074,2025-04-16,349
RD0800,Vincent Ravel,Male,34,Bike,ST001,3.9,3672,2025-08-25,218
